Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
67,21.0,0.3618,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",뱅크 농협은행 아이 시너지 농협 납부 글로벌 계획 모바일 출시
68,21.0,0.3726,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",뱅크 농협은행 농협 출시 계획 시너지 모바일 버전 플랫폼 납부
69,5.0,0.288,"교수, 주제, 위원, 개최, 포럼, 세미나, 센터, 강조, 김, 연구원",대리 핀테크 은행 은행원 우리은행 출신 중국 부 계장 시절
70,11.0,0.3472,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",신용 대출 카카오뱅크 은행 예정 뱅크 데이터 금리 카드 주사
71,1.0,0.3261,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",안드로이드 마이 꿈 시스 카운터 영업 단말기 김소연 체결 저작권자
72,21.0,0.2701,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",뱅크 아시아 글로벌 납부 농협은행 농협 강구 베트남 버전 스마트
73,21.0,0.6926,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",카드 디지털 현대 카드사 롯데카드 글로벌 신한 삼성카드 맞춤 차별
74,19.0,0.309,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",중앙은행 디지털 혁신 핀테크 지급결제 가상통화 통화 대체 리스크 제기
75,1.0,0.3611,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드사 페이 모바일 카드 카르텔 신문 상생 핀테크 협상 삼성
76,19.0,0.3537,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",변곡점 지급결제 화폐 물물 종이 카드 동전 최초 신용카드 카드사
77,8.0,0.4582,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 해킹 거래소 화폐 통제 자산 코인 베네수엘라 인도 인원
78,21.0,0.711,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",카드 디지털 모바일 현대 핀테크 출시 패러다임 신한 발급 컴퍼니
79,28.0,0.579,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",상승 코스피 지수 매수 마감 상승세 외국인 코스닥 종목 기대감
80,23.0,0.7116,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 은행 운동장 황 지급결제 법인 허용 증권 금융업 한경
81,23.0,0.9044,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 증권사 운동장 농구 업주 연합 허용 축구 외환
82,23.0,0.9429,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 주의 운동장 보험 동아일보 겸업 증권사 협회 증권
83,23.0,0.8712,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 운동장 증권 주장 연합 신탁 신탁업 주의 법
84,23.0,0.8573,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 은행 허용 주의 지급결제 신탁업 초대 증권사 운동장 주장
85,23.0,0.8634,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 은행 신탁업 황 금 법 대결 증권사 자본 운동장
86,28.0,0.5569,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",상승 오름세 외국인 전일 약세 순매도 하만 코스닥 지수 매수
87,35.0,0.5573,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",카카오 카카오페이 알리페이 지급결제 모바일 유치 김기훈 분사 소식 파트너십
88,23.0,0.3118,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",증거금 거래소 증권사 증권 기준 부담 주식 위험 매매 변동
89,6.0,0.2704,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",카카오 카카오페이 알리페이 중국 핀테크 신문 알리바바 앤트파이낸셜 플랫폼 혁신
90,6.0,0.2903,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",카카오 알리페이 핀테크 중국 플랫폼 신문 건수 액 차지 대출
91,23.0,0.7751,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 신탁업 운동장 법 회장 보험 신탁 주의 금융당국 운용
92,23.0,0.8488,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 운동장 반박 발언 금 협 협회 종합 연합회
93,35.0,0.6006,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",카카오페이 알리페이 카카오 핀테크 앤트파이낸셜 류 모회사 모바일 영준 체결
94,35.0,0.4158,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",카카오페이 카카오 핀테크 분사 알리페이 오전 유치 시 상승 소식
95,23.0,0.7786,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 신탁업 협회 증권 씨티 법 신탁 자본 허용
96,23.0,0.8754,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 증권 운동장 허용 신탁업 주의 자본 증권사 재산
97,18.0,0.5093,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",은행 플랫폼 핀테크 데이터 설계 조회 내역 도면 총무 계좌
98,23.0,0.8857,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",업주 은행 금 겸 회장 협 하영구 반박 황영기 주의
99,22.0,0.5144,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",핀테크 농업 아시아 단체 박소연 해커 톤 눈 데이터 낙
100,23.0,0.8828,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 신탁업 운동장 법 회장 증권사 경기 축구 주의 제정
101,31.0,0.2257,"온라인, 아마존, 쇼핑몰, 롯데, 유통, 쇼핑, 판매, 오픈마켓, 오프라인, 커머스",로페이 옐 사고 제재 진출 부업 준비금 P2P 대출 금감원
102,23.0,0.3471,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",지급결제 보험 허용 사 계좌 은행 수수료 종합 증권 시
103,23.0,0.8677,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 주의 회장 허용 겸업 하영구 금 신탁 종합 장론
104,23.0,0.8216,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 은행 증권사 운동장 신탁 금전 황 허용 반박 언급
105,23.0,0.6434,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 증권사 수수료 금리 허용 배당 주의 신탁 운동장 자본
106,23.0,0.9125,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 운동장 신탁업 주의 증권 경기 회장 증권사 금 겸업
107,23.0,0.6883,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 지급결제 법 허용 신탁업 법인 증권 신탁 독립
108,11.0,0.4493,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",은행 인터넷전문은행 분리 은산 완화 공청회 뱅크 케이 신용 정무
109,23.0,0.5637,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 수수료 운동장 증권 신탁 주의 금지 회장 보험 분리
110,23.0,0.8279,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 은행 운동장 황 증권사 지급결제 허용 증권업 신탁 은행장
111,23.0,0.8427,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 회장 운동장 신탁 금전 지급결제 허용 자본 신탁업 법
112,23.0,0.8681,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 은행 황 증권사 허용 운동장 지급결제 증권업 증권 은행장
113,23.0,0.8039,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 운동장 종합 주장 은행업 증권업 금 협 회장 겸업
114,33.0,0.3342,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",금 총재 포시 개최 국회 보도 계영 행사 주간 계획
115,23.0,0.6431,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 자본 은행 발행 어음 증권사 신탁업 간담회 증권 운동장
116,26.0,0.8929,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",오전 시 장관 차관 농식품부 청사 해수부 국회 산업부 개최
117,23.0,0.8936,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 운동장 신탁 회장 협회 주의 증권사 허용 금전 주장
118,31.0,0.1776,"온라인, 아마존, 쇼핑몰, 롯데, 유통, 쇼핑, 판매, 오픈마켓, 오프라인, 커머스",오프라인 시스 온라인 수출 지급결제 판교 이제 인수 마련 진입
119,31.0,0.4182,"온라인, 아마존, 쇼핑몰, 롯데, 유통, 쇼핑, 판매, 오픈마켓, 오프라인, 커머스",이베이 코리아 외국환 옥션 마켓 거래법 등록 위반 판매자 대금
120,23.0,0.679,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 증권 회장 운동장 은행업 황 종합 신탁 경기 환전
121,30.0,0.3099,"대비, 금액, 신용, 체크카드, 평균, 액, 건수, 하루, 감소, 모바일",카드 카드사 진출 빅데이터 직불 기준 건수 모색 신용카드 차지
122,32.0,0.334,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 플랫폼 혁신 스마트 오픈 빅데이터 P2P 자본 금융당국 비판
123,4.0,0.296,"소득, 과세, 세금, 국세청, 계좌, 탈루, 탈세, 신고, 플랫폼, 세무",인테리어 가맹점 카드 공사 대금 무실 소득세 업종 대선 건자재
124,26.0,0.8159,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",김윤지 증권 재정 청사 한국은행 국회 투자가 행사 미디어 외화
125,26.0,0.7544,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",증권 청사 국회 한국은행 재정 김윤지 세종 오전 점검 헬스
126,33.0,0.2671,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",부동산 가계 부채 돈 은행 외환 금리 빚 어음 증권
127,3.0,0.5364,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",디지털 꿈 안드로이드 헬스 케어 라이프 한미 그래프 건강 시스
128,28.0,0.6982,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",전날 마감 이날 상승 주가 연구원 지수 삼성증권 종목 심리
129,33.0,0.5571,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",물가 한은 발행 통계 완화 기념 지급결제 상승 아시아 금리
130,23.0,0.9695,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 운동장 주의 회장 신탁업 간담회 주장 하영구 완화 법
131,23.0,0.8261,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",은행 금 신탁업 운동장 협 회장 종합 겸업 주장 주의
132,23.0,0.8614,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",운동장 은행 동아일보 싸움 회장 반박 밥그릇 강조 협회 발언
133,11.0,0.5614,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",은행 인터넷전문은행 분리 은산 대출 뱅크 카카오뱅크 완화 인터넷 금리
134,0.0,0.4021,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",바이오 인증 지문 유출 은행 사고 부장 홍채 아이 다중
135,34.0,0.6259,"빅테크, 네이버, 플랫폼, 금융사, 진출, 후불결제, 계좌, 네이버파이낸셜, 동일, 전자금융거래법",등록 자본금 소규모 전자금융업자 대행업 사 전자지급결제 프리 핀테크 아이디어
136,11.0,0.5164,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",소액 제재 위반 등록 감경 송금 행정 겸영 전자지급결제대행 한도
137,11.0,0.5553,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",송금 외환 소액 신고 위반 등록 수령 외국환 금액 은행
138,11.0,0.5662,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",송금 수수료 은행 모바일 뱅크 머니그램 계좌 실시간 돈 금액
139,11.0,0.6266,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",외국환 소액 송금 등록 외환 개정안 법령 입법 거래법 한도
140,11.0,0.4625,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",외환 시행 송금 외국환 소액 하위 신고 거래법 개정안 법령
141,1.0,0.3876,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",계좌 은행 수수료 망 신한은행 코드 이체 앱 가맹점 물품
142,0.0,0.4004,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 한국은행 발행 디지털 제안 화폐 중앙은행 거액 지급결제 실제
143,35.0,0.5202,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",인수 계열사 시스 모바일 빌리 염 트 대선 코리아 본사
144,28.0,0.4522,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",카카오 매출 광고 알리페이 카카오페이 실적 연구원 게임 주가 증권
145,35.0,0.3829,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",인수 계열사 치킨 작년 체인 흥부 진출 인하 경영 흥
146,35.0,0.4922,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",인수 외식 프랜차이즈 계열사 매각 지분 코리아 두산 서브 진출
147,35.0,0.4162,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",동아일보 계열사 모바일 계획 앳 인수 빅데이터 사모 영상 무단
