id,year,title,abstract,keywords
2-s2.0-85064150120,2018,Biometrics: Modernising customer authentication for financial services and payments,"Payments stakeholders today face significant challenges to ensure that a customer is who they say they are, rather than a fraudster who has compromised the identity credentials of a legitimate customer. The strong emergence of electronic commerce where the customer is not physically present has made this challenge even more difficult. Biometrics is the use of automated system to recognise individuals based on their biological and behavioural characteristics. Advances in technology and the integration of sensors into consumer device such as smartphones have allowed biometrics to become a major authentication tool for both in-person and remote financial transaction. This paper reviews the most common biometric modalities currently in use for authenticating consumers. A high-level review of the technology utilised to support the biometric capture and analysis is provided along with a discussion of the advantages and challenges to the technology. The reader should leave with a basic understanding of how various biometric modalities work and are being used to strengthen the security of the payments system. © Henry Stewart Publications.",Authentication; Behavioural biometrics; Biometrics; Facial recognition; Fngerprint recognition; Voice recognition
2-s2.0-85064150071,2018,The payments system as a public good? Lessons learned in the Netherlands,"Uniform, standardised payments methods reduce transaction costs considerably, allowing payments to be made more efficiently. This is especially true for purchases and sales on the internet, where payments innovation make it much easier for customers to pay for e-commerce transaction. The role of the government in this is to safeguard the public interest with respect to the payments system. This paper discusses various viewpoints for government intervention from the perspective of public sector economics. More specifically, regulators need to set rules for new players in relation to the revised payments Services Directive. © Henry Stewart Publications.",E-commerce; Innovation; Market failure; Public interest; Transaction costs; Trust
2-s2.0-85064148194,2018,The evolution of merchant payments and mobile payments to enable financial inclusion,"This paper describes the evolution of merchant payments system and mobile payments to enable financial inclusion, as the payments landscape evolves into one where consumers can pay in myriad ways through any internet-connected device located anywhere. The paper also discusses how payments system act as catalysts and enablers for financial inclusion, describing how the process of financial inclusion is influenced by both demand and supply-side factors. It closes with a summary of current trend in payments and a discussion of what bank and payments providers must do to stay relevant and be successful into the future. © Henry Stewart Publications.",Financial inclusion; Merchant payments; Mobile payments
2-s2.0-85059220383,2018,SWIFT gpi: How industry co-creation transformed global payments,"The international payments landscape is undergoing significant change. bank are experiencing increased pressure from both corporate customers who are demanding faster, more transparent cross-border payments, as well as from new, innovative technology and payments alternatives that are challenging the status quo. SWIFT global payments innovation (gpi) is a collaborative industry solution developed to create a more efficient international payments ecosystem. Through gpi, SWIFT is relieving the pain points and challenges associated with international payments, and is rapidly addressing the needs of bank and their corporate customers.This paper takes a closer look at SWIFT gpi — the new standard for international payments, the core principles behind this payments innovation, and new ways of working enabled by SWIFT gpi. It will also examine the tools developed to facilitate this change and examine new opportunities currently being explored via collaboration between SWIFT, bank, corporates and FinTech. © Henry Stewart Publications.",Collaboration; Innovation; International payments
2-s2.0-85059220367,2018,Competitive differentiation versus commoditisation: The role of big data in the european payments industry,"The European payments market is undergoing disruptive changes. The interplay between changes in regulatory, technology and consumer behaviour is driving ongoing transformation and reshaping the competitive environment. With the opening of the European payments market to third-party providers, the industry faces the advent of unprecedented competition. This paper describes the phenomenon of payments commoditisation as a consequence of these changes and possible responses to achieve successful competitive differentiation. It acknowledges data and the outcome of respective analysis as one of the key asset to competitive differentiation through value-added services. The paper discusses opportunities to leverage the significant amounts of valuable data possessed by incumbent bank and payments providers in order to ensure future competitiveness. The reader will learn about the relevance of Big Data analytics in the payments industry and the need to put powerful IT at the centre of future business operation. With payments moving to the core of digital user experiences, incumbent bank and payments providers are advised to position themselves as digital partners in their customers’ lives beyond payments transaction processing. © Henry Stewart Publications.",Big data analytics; Competitive differentiation; Open API; payments commoditisation; PSD2; Value-added services
2-s2.0-85059217912,2018,Digital currency and the concept of money as a social agreement,"The first appearance of digital ‘currency’ token following the implementation of Bitcoin was a catalyst for discussion about the nature of money and the future development of both fiat monies and central bank money. Indeed, the discussion today remains dominated by arguments concerning the definition of money and the role of central bank. However, ‘money’ must be understood as a social agreement between economic agents who confer legitimacy and value upon it by agreeing to accept it, both now and in the future. This paper presents a framework to understand money as a social agreement in the age of digitisation using four different mechanisms: game theory with token, market-driven development of account-based money, liabilities (of bank to their clients and central bank to commercial bank), and a trust-based mechanism for digital coins provided by a central institution. Any development of money in the digital age must consider its users’ perception of stability, security, convenience, freedom of choice and trust in its ‘reusability’. Complementing the current discussion within central bank, this paper considers how social dynamics in the 21st century might challenge the traditional definition and acceptance of money. © Henry Stewart Publications.",Bitcoin; Central bank digital currency; Digital currency; Digital token; Nature of money
2-s2.0-85059217625,2018,The growing relevance of cash in an increasingly changing payments world: An interview with guillaume lepecq,"As the appetite for cash remains unabated, few societies are close to ‘cashless’ or even ‘less-cash’. In fact, demand for cash has risen in most advanced economies since the start of the global financial crisis. People tend to take cash for granted, but the smooth, efficient and secure distribution of cash is actually supported by a complex ecosystem known as the cash cycle. Cash is not always the most efficient payments instrument but, in most cases, it is. Among other things, this interview deals with three major trend aimed at increasing the efficiency of cash. First, central bank have been adapting their cash distribution policies with a view to increasing the velocity of banknote circulation and the efficiency of the cash cycle. Automation has been the second area of innovation. Lastly, numerous other innovation contribute to the efficiency of cash. Cash possesses unique attributes, which are mostly unmatched by alternative payments instruments. At a time when confidence in bank remains low, providing access to a product that consumers want and need could contribute to restoring bank’ the image of bank with the public. © Henry Stewart Publications.",Cash; Cash attributes; Cash cycle; Cash demand; Cash efficiency
2-s2.0-85059217281,2018,A critical review of the european commission’s multilateral interchange fee regulation,"Following the implementation of the European Commission’s Multilateral Interchange Fee Regulation in 2015, interchange fees in the European card payments market recorded their highest ever reduction in size and regional scope. This paper reviews the motives and grounds of the regulation in relation to issuing bank’ revenue losses. Using data collected from Visa, MasterCard and the European Central Bank over a period of eight years, the paper assesses the relationship between interchange fees and selected payments metrics. In contrast to forecasts made by the European Commission, the results indicate that short-to-mid-term issuer losses are not offset by increases in card volume. Furthermore, no quantifiable improvement in social welfare due to the regulation can be identified. Policy intervention should not rely solely on complex theoretical models. Empirical data based on industry observations must be considered. The findings call for a more conservative regulatory involvement in card payments markets. © Henry Stewart Publications.",Card payments; Europe; Issuing bank; Multilateral interchange fee; Partial rank correlation; Regulation; Two-sided markets
2-s2.0-85059214912,2018,Retail payments behaviour and the adoption of innovative payments: A comparative study in China and Germany,"The emergence of the internet and e-commerce in the late 1990s and early 2000s brought new challenges to payments markets. While China’s payments markets became dominated by large non-bank platforms like Alipay and WeChat, payments markets in Germany continued to be dominated by bank in the form of legacy payments system such as credit transfers, direct debits and — for point-of-sale payments — the bank-owned girocard debit card scheme, in addition to cash. Based on a sample of retailers in three metropolitan areas of China, this paper finds the combined market shares of Alipay and WeChat fall in the region of 55–65 per cent in various payments scenarios, both at the point-of-sale and online, thus confirming the dominance of non-bank payments service providers in these areas. In Germany, by contrast, comparable mobile payments methods have not been adopted on a broad scale. Based on empirical evidence, the paper identifies drivers and challenges of innovative mobile payments methods in the examples of China and Germany. © Henry Stewart Publications.",China; Country comparison; Innovative payments; Mobile payments; payments behaviour; Retailers
2-s2.0-85059101935,2018,Merchant acceptance of cash and credit card at the point of sale,"Recent data show that the use of credit card in Canada has been increasing, while the use of cash has been declining. At the same time, only two-thirds of small or medium-sized enterprises accept credit card. To better understand the future development of this trend, it is important to study whether a change in merchant fees will increase credit card acceptance and thus further reduce cash use. To this end, this paper calculates the level of merchant fee where a merchant would be indifferent to accepting a credit card or cash payments, using the merchant indifference test.The study finds that the results are sensitive to the underlying assumptions. The paper also discusses the key issues of applying such a methodology to Canada. © Henry Stewart Publications, 1750-1806.",Cash; Credit card; Merchant indifference test; Sensitivity analysis
2-s2.0-85059097189,2018,The benefits of using artificial intelligence in payments fraud detection: A case study,"This paper presents a case study on the use of advanced artificial intelligence (AI) for the detection of payments fraud. The process applies AI within a typical online payments environment to detect fraudulent transaction in real time. The design focuses on an effective supervised learning engine with a data analytics component to support high-performance fraud detection, improving the predictive value of the original data.The design exploits the discriminant properties of customer data by finding hidden patterns. This feature significantly improves fraud detection rate and performance stability compared with a rule-based solution.The developed solution, based on an advanced AI-based technology and platform increased fraud detection rate from 85 per cent to 90 per cent (in terms of number of transaction records) and to 95 per cent in related amount volume (in terms of transaction value), while the alert rate (the percentage of daily transaction investigated manually) was reduced from 40 per cent to 10 per cent.The solution falls under the category of explainable AI because it can explain the rationale behind the decisions. © Henry Stewart Publications, 1750-1806.",Artificial intelligence; Explainable ai; Fraud management; Machine learning; Real-time fraud detection
2-s2.0-85059095293,2018,The development of regulatory requirements for payments services: The european bank authority and the revised payments services directive,"On 13th January 2018, the revised EU payments Services Directive (PSD2) came into effect in the European Union with the aim inter alia of enhancing competition and facilitating innovation in payments services, by opening access to the payments account held by bank.The resultant opportunities for firms and consumers are immense, as have been the challenges for the regulatory authorities that tasked with supporting the objectives of PSD2 by developing a number of detailed regulatory requirements. As this process is drawing to a close, an opportune moment presents itself to take stock and provide an account of those challenges, as seen through the eyes of the European bank Authority (EBA), and how the EBA decided to overcome them. © Henry Stewart Publications, 1750-1806.",Account access; European union; payments services; Regulation; Security; Supervision
2-s2.0-85059083580,2018,General data protection regulation: No silver bullet for small and medium-sized enterprises,"The EU General Data Protection Regulation (GDPR) presents the biggest shake-up of data protection laws for 20 years. This paper discusses its potential impact on the 26 million small and medium-sized enterprises (SMEs) that represent 99 per cent of business in the EU, and which provide two-thirds of the total private sector employment in the EU. The European Commission considers SMEs and entrepreneurship as the key to ensuring economic growth, innovation, job creation and social integration in the EU.This paper argues that for SMEs, compliance with the GDPR represents a far greater burden of regulatory duty than is appropriate and may impede their development and competitiveness against larger firms that can afford dedicated staff to manage the process, implementation and ongoing supervision of GDPR compliance. The paper looks at several areas where cloud technology has enabled SMEs to compete and win against larger global players, but suggests that under the GDPR, such technology may entail greater cost and resources. © Henry Stewart Publications, 1750-1806.",Cloud service providers; Consent; E-privacy; Personal impact assessment; SMEs
2-s2.0-85059082257,2018,International remittance markets in lesotho: Implications for economic and social development,"This paper assesses international remittance services in Lesotho. It finds that only a small portion of inward remittances are processed via formal remittance services, with the bulk going through informal channels, which are unsafe and inefficient. Existing commercial bank channels are rarely used, and international money transfer operators have a limited presence in Lesotho. Innovative channels, such as the mobile money services and Shoprite cash-to-cash services, have the potential to substantially formalise inward remittances and encourage the move towards digital payments and broader financial inclusion. However, the market faces numerous challenges, including: a high preference for cash; the limited number of access points and agent networks outside of urban areas; and inefficient interoperability between the commercial bank and mobile network operators, as well as between mobile network operators themselves. This paper argues that the authorities in Lesotho should enhance the payments system infrastructure, harmonise the legal and regulatory framework, enhance financial literacy and encourage remittance service providers to be more active in the remittance market. In addition, the authorities should clarify the consumer protection and dispute resolution framework for remittance services as well as other financial services. © Henry Stewart Publications, 1750-1806.",Cross-border remittances; Economic and social development; Formal remittances; Lesotho; Regulation
2-s2.0-85059060079,2018,Who will make money? token and the ‘5Cs’ of future currency,"The technology that have changed the payments industry have, because of their distributed and decentralising nature, the potential to change money itself. The change to smart money — money with a memory, interfaces and the ability to make decisions — has wide-ranging implications, starting with the disruption of the post-1971 world of purely fiat currency. Given that these technology mean that literally anyone can create smart money, who will? Is the future Bitcoins or Brit-coins? This paper explores the new technology of cryptocurrency ‘token’ before going on to explore five potential issuers of token-based smart money: central bank, commercial bank, cryptography, companies and communities. Looking at each of these in some detail, it concludes that the apparently radical scenario of multiple currency more closely linked to communities is both plausible and, for a number of reasons, desirable. © Henry Stewart Publications, 1750-1806.",Cryptocurrency; Digital money; Electronic money; Fiat currency; token
2-s2.0-85059057136,2018,What is the optimal mix between bank and FinTech in the payments architecture?,"The lack of innovation in financial services can be explained by the market domination and regulatory protection that incumbent bank have hitherto enjoyed, meaning that they have not needed to defend disruptive forces from FinTech, third parties or other bank. However, the era of lightweight innovation and limited advancements in payments technology is coming to an end. The revised Payments Services Directive (PSD2) gives third parties the opportunity to develop, launch and become the preferred payments channel in regions where no alternative exists. Increasing smartphone adoption and internet access will see mobile become the dominant channel for everyday purchases. As payments are commoditised, the value of this channel is no longer limited to transaction fees. Instead, it is derived from user volume and data.Tech giants, such as Facebook, Google and Apple, recognise that data equal power and have made evidential steps toward becoming payments powerhouses. bank bring formidable strengths to the payments arena. There are considerable benefits and revenue sources available to those that mobilise their long-term payments channels. Partnering with FinTech allows bank to quickly become agile and launch cost-efficient minimum viable products and to test new ideas. To retain relevance in payments post-PSD2, bank must make mobile payments their top priority. © Henry Stewart Publications, 1750-1806.",Fintech; Mobile payments; payments channels; Payments architecture; PSD2; Retail bank
2-s2.0-85059204108,2018,payments innovation: Simply getting consumers to spend more than they can afford?,"This paper focuses on how the movement from cash to card use can be demonstrated to have persuaded many consumers to spend more than they earn and more than they can afford. © Henry Stewart Publications, 1750-1806.",card; Cash; Contactless; Debt; Loans; Payments
2-s2.0-85059187335,2018,"On cryptocurrencies, digital asset and private money","This paper reviews the technical, economic and legal aspects underlying cryptocurrencies — the native digital asset that form the basis of an open public blockchain infrastructure. This structure is then extended to discuss secondary token, where blockchain can be leveraged to issue, register and settle digital asset that may represent security, private forms of money or other property rights. The viability, complexities and limitations of such models are reviewed with the purpose of providing the reader with a strong foundation for deeper exploration of this complex and emerging field. © Henry Stewart Publications, 1750-1806.",Bitcoin; Blockchain; Cryptocurrency; Ethereum; Initial coin offerings; Money
2-s2.0-85059183447,2018,The role of digital asset in global payments,"This paper examines the role of digital ledger technology (DLT) and their underlying digital asset in the arena of global payments, arguing that digital asset can make such payments faster, less expensive and more efficient.The paper begins by describing the state of cross-border transaction today, highlighting the often piecemeal development of system that have led to today’s network of walled gardens corresponding to national borders and currency. It also discusses DLT solutions that are being tested to overcome these limitations. However, this technology alone cannot overcome liquidity issues in local markets — especially emerging markets. Presently, bank and payments providers resolve these issues by prefunding account in local currency on both sides of a transaction, using something called nostro account. This is where digital asset can deliver a clear advantage when used in combination with DLT. Acting as a bridge currency, digital asset can create the necessary pools of liquidity and enable direct transaction. The future of cross-border payments will then be realised through the combination of DLT and digital asset. In this way, bank and payments providers can quickly and easily complete affordable, transparent, real-time transaction. This promise is already being tested by early adopters, and is projected to grow exponentially throughout 2018. © Henry Stewart Publications, 1750-1806.",Blockchain; Cross-border payments; Digital asset; Distributed ledger technology; Global payments; XRP
2-s2.0-85059176077,2018,From digital payments to digital finance: how china’s tech companies are redefining bank in asia and soon europe,"FinTech has the potential to completely change the way that millions of people handle their daily finances. Nowhere is this more evident than in China, where Alipay and WeChat Pay have changed the nature of retail consumption. This paper looks briefly at the history of the tech giants and their forays into digital finance, and what the future may hold as the giants continue their international expansion. © Henry Stewart Publications, 1750-1806.",Ali-baba; China; Digital money; Mobile payments; Tencent; Wechat
2-s2.0-85059174883,2018,Rethinking digital identity,"Massive cyber breaches and identity frauds are daily news. Users experience endless frustration with countless passwords and registration procedures. Governments suffer from poor online acceptance and merchants experience high fraud costs despite massive IT investments. Perhaps it is time to rethink the topic of identity. This paper argues that we should move from verifying the full ‘identity’ of a person or company to very specific ‘attribute verification’. This should be done not only for people and companies but also for device, apps, bots and more.The paper advocates the use of intelligent data-driven authentication and a shift away from the current dependence on government-issued documents, faxes/utility bills, user ID/passwords and rigid two-factor procedures. It argues that the future should be based upon pseudonyms rather than full identification and will describe the very few occasions when full anonymisation is actually necessary. The paper proposes a federated model that connects the many current silos of organisations providing attributes with the many organisations that wish to use them, employing an open four-corner model instead of today’s point-to-point interconnections. Finally, it provides arguments why bank could and maybe should play a more active role in this space, notably to realise benefits for all in the emerging Open bank and platform economy. © Henry Stewart Publications, 1750-1806.",Attribute verification; Authentication; Bank-id; Eidas; Four-corner model; Gdpr; Identity; Privacy; Pseudonymity
2-s2.0-85059167687,2018,E-commerce: a merchant’s perspective on innovative solutions in payments,"As online purchasing grows in volume and the use of cash continues to decline, the need for efficient and effective digital payments methods not only increases but also diversifies. Simply put, payments services and their providers must take into account the specific constraints or conditions that are relevant to merchants’ primary business processes. This paper analyses such key requirements for the design of successful payments interaction flows and the impact on payments products and infrastructure. It does so through a summary of relevant external trend in retail commerce and financial services and a basic analysis of the economics of payments. Further opportunities and challenges from the revised payments Services Directive (PSD2) and ‘access-to-the-account’ are considered, especially regarding the stipulations on strong customer authentication and transaction authorisation. © Henry Stewart Publications, 1750-1806.",Api; Authentication; E-commerce; Mobile; Psd2; Seamless payments
2-s2.0-85059153716,2018,The digital identity of legal entities: Current status and the way forward,"Electronic communication continues to grow in importance as a tool to support trade in goods and services, in particular between buyers and sellers based in different countries. bank, for example, have notably extensive experience in this area, while public administrations are increasingly developing e-government services for their domestic needs. As the supply chain has become international, the need has arisen for global standards to define the identities of trading partners for the purposes of invoicing, customs declarations and payments. Businesses, consumers and government agencies are all faced with the challenge to understand ‘who is who’ in the digital and global supply chain. This requires a global approach to identity management. This paper discusses the fundamental issues regarding identities in business applications and payments system. © Henry Stewart Publications, 1750-1806.",Digital identity of legal entities; Digital identity of natural persons; Know your customer; Know your supplier; payments system
2-s2.0-85059074714,2018,"The national payments system in lesotho, 2000–2016","Prior to 2000, the payments, clearing and settlement system in Lesotho relied upon manual processes.To address this, a programme to modernise the system and provide better support for the circulation of funds in the economy was initiated. The initiative, which ran between 2000 and 2015, revolutionised the country’s payments, clearing and settlement system. Lesotho now boasts an efficient and safe payments, clearing and settlement system that supports monetary policy and fosters financial stability and financial inclusion, along with other economic benefits. The work, however, is not over. Due to the changing needs and emerging challenges within the country, the modernisation of the payments, clearing and settlement system is an ongoing process. Furthermore, it is necessary for the system to align with regional and international standards in order to facilitate international trade and investment. Likewise, it is essential to keep the legal and regulatory framework up to date in order to respond to the rapid changes in financial technology and innovation, as well as to avoid regulatory arbitrage. © Henry Stewart Publications, 1750-1806.",Clearing and settlement system; Lesotho; Mobile money; payments; Remittances
2-s2.0-85079049447,2019,An analysis of the legal impact of central bank digital currency on the European payments landscape,"This paper considers the legal impact of a central bank digital currency (CBDC) on the European payments landscape. It opens with a discussion about the concept of money, its functions and the underlying theories. The analysis then discusses the concept of CBDCs and the various types of CBDC that are currently being advanced. The paper questions whether adoption of a pan-European CBDC would require a harmonised approach, or whether national solutions alone could suffice. The paper describes the legal aspects of the European payments landscape that would need to be adjusted in order to settle CBDC transaction without posing risk to payments system participants. The paper concludes by suggesting that this new form of money could broaden the discussions surrounding the institutional theory of money, and that a more cautious approach to the subject would be more likely to incline the European legislator to consider amendments to the Treaty on the Functioning of the European Union and the Statute of the European System of Central bank, should any decision be taken to embrace a CBDC. ","Central bank digital currency, Central bank, Legal tender, Money, payments system"
2-s2.0-85078874568,2019,payments infrastructure initiatives in Japan: Extended operating hours and the Zengin electronic data interchange system (ZEDI),"The Zengin System supports the Japanese payments settlement system through the provision of a highly secure and reliable network that connects the country’s financial institutions. In 2018, the system saw two major advances. The first took place in October, when operating hours were expanded to provide 24/7 service, 365 days a year, and it became possible to con-firm the receipt of funds in real time. The sec-ond took place in December, with the launch of the Zengin Electronic Data Interchange System (ZEDI), which made it possible to attach commercial information to domestic fund transfers via the use of XML-formatted electronic messaging. Under the Zengin System, Japan’s payments infrastructure system is becoming increasingly advanced. However, even when taking into account the five payments trend addressed by advances under SWIFT (settle-ment speed, open access, simplification of remittance destination designation, partnerships with financial institutions and technology companies through application programming interfaces, and adopting message standards), there remain many challenges. This paper discusses Japan’s payments infrastructure and the possibilities that emerging technology and innovation can bring to the nation’s bank industry and payments services sector. ","API, Expanded hours of operation, Faster payments, Financial electronic data interchange (EDI), payments infrastructure, Zengin System"
2-s2.0-85074108848,2019,Facebook’s libra: A case for capital markets supervision?,"This paper considers some of the seemingly sim-ple questions that people have been asking about Facebook’s Libra, with particular regard to its legal nature. As this paper will show, thanks to the way Libra is structured, it falls under various aspects of European capital markets law.The paper argues that the Libra Association and its resellers will most likely be required to operate properly licensed branch(es) or registered office(s) in the EU. Otherwise, they would not be allowed to market and operate their network on the EU single market. Libra is a complex product combining the functions of traditionally separate product types (namely payments instruments and funds/financial instruments). In this way, it embodies the very risk that capital market regulation seeks to control and mitigate — shrouding these risk in an innovative and exciting technical guise does not change this fact. .","Blockchain, Capital markets law, Crypto-asset, Facebook, Libra, Virtual currency"
2-s2.0-85074101286,2019,International payments: Current alternatives and their drivers,"As the traditional correspondent bank network is shrinking and becoming more concentrated due to increasing regulatory requirements, new alternatives for international payments have emerged in recent years. On the one side, there are payments platforms such as AliPay, PayPal and AribaPay, on the other, there are token-based solutions such as Bitcoin. Announced in June 2019, Facebook’s Libra initiative represents a culmination of these novel approaches. This paper will review the current alternatives for international payments and the drivers behind these developments. The paper adopts a taxonomy to characterise money in the digital age and extends this in order to compare the different solutions. Three main dimensions can be applied to distinguish the concepts: token versus account, proprietary/closed-loop versus interoperable, and settlement-based versus messages between local pools. While no current alternative could completely replace the existing system for the time being, close monitoring of the way forward and more research will be needed to derive more insight into this complex challenge. .","Centralised platforms, Correspondent bank, International payments, Libra, Token economy"
2-s2.0-85074066872,2019,Navigating the EU regulatory landscape for payments,"Navigating EU regulation can be a daunting prospect for any firm operating in the payments sector. However, recent and upcoming changes have made understanding the EU regulatory landscape more important than ever.A firm’s ability to keep abreast of such changes, assess their potential impact on its business and develop and implement plans to adapt to new requirements can be a key factor in its overall success or failure in European markets.This paper provides an overview of the following topics and examines their relevance to firms operating in the payments sector: the revised payments Services Directive (PSD2), the Interchange Fee Regulation (IFR), regulation of cryptocurrencies and other cryptoasset, other EU regulation relevant to payments service providers and system, and the impact of the UK’s departure from the EU (Brexit). .","Brexit, Compliance, Cryptocurrencies, Interchange, Licensing, PSD2, Regulation"
2-s2.0-85073998817,2019,The role of real-time gross settlement in a world of instant payments,"The use of mobile technology for funds transfers has increased dramatically as the market wants payments services that offer speed, convenience, ubiquity, safety and value for money. This paper describes the role of the real-time gross settlement (RTGS) system in a world of instant payments. It describes features that characterise RTGS and instant payments, and argues that there is still a role for RTGS. It concludes by highlighting eight critical issues that central bank should consider in their quest to provide payments and settlement infrastructure which are dynamic and appropriate for the rapidly changing globalised environment. .","Instant payments, Real-time retail payments, RTGS"
2-s2.0-85073938945,2019,Enhancing party identification in payments messaging with the legal entity identifier,"Like other areas of bank, the world of payments suffers from a high cost of regulatory compliance and outdated methods to ensure accurate and reliable data for legal entity identification. The use of the Legal Entity Identifier (LEI) as a key element in legal entity identity management within the payments life cycle can help solve these issues. Including LEIs in the payments life cycle provides verified, authoritative information about the exact legal entity involved in payments transaction to the parties involved in the process. The Payments Market Practice Group considers the migration to the ISO 20022 payments messaging standard, and use of the LEI within that migration, a key opportunity to rethink how and what reference data are sourced and used for legal entity identification, and to make real enhancements to such identification and messaging processes for the payments community. .","Adoption, Benefits, ISO 20022, LEI, Payments, PMPG"
2-s2.0-85073923557,2019,Fintech 2.0: Software as the future of payments distribution,"While the trend for leveraging integrated payments software (FinTech 1.0) offered bank acquirers a new channel to disseminate payments, the current wave of FinTech (FinTech 2.0) consists of software companies integrating payments into their core offering. FinTech 2.0 companies are able to capture more of the payments economics and offer merchants a better experience. While a software company can pursue multiple pathways to offer payments to its customers, the only way to fully capture the benefits of FinTech 2.0 is to become a payments facilita-tor (payfac). Thanks to the emergence of dedicated infrastructure providers, this is now much easier. This paper discusses the historical, current and future state of merchant acquiring distribution, the benefits of new-age software-based distribution models, and the options available to software companies to capitalise on payments in this new model. .","Integrated payments, payments facilitators, Payments, Verticalisation"
2-s2.0-85073917956,2019,The evolution of business-to-business FinTech: What the future holds,"This paper explores the evolving landscape and drivers behind the growth of business-to-business (B2B) FinTech. In this respect, the paper discusses the role of such drivers as increasing regulation, digitalisation, the drive for efficiency, and the general lack of agility among incumbent financial services providers to respond to changing corporate needs and expectations. The paper also discusses how these factors have driven financial institutions to invest in and partner with specialist FinTech, and consequently, elevated investment levels and investor interest in the B2B FinTech space. The paper describes how these trend are likely to develop in the future and how it will become ever more important for incumbent financial services providers to partner with FinTech to offer niche and tailored solutions to remain competitive. This paper also discusses what the future will look like and how the landscape will look significantly more intricate in the future. Consequently, the authors discuss how consolidation within the B2B FinTech space is expected to continue, while the emergence of tech giants in the financial services space represents the potential for a TechFin future. .","B2B FinTech, Cooperation, Future of FinTech, Investment, Payments, Regulation"
2-s2.0-85073786609,2019,The payments revolution,"The payments landscape is evolving at a phe-nomenal rate. New technology developments are emerging faster than ever, driven by the growing culture for digital solutions, new regulatory requirements, and the increasing number of new entrants in the market that are challenging more traditional practices with cutting-edge concepts that appeal to the tech-savvy society of today.This convergence of factors is acting as a catalyst for bank to take action and modernise payments. This paper discusses how bank must deliver real added value in order to maintain their standing in the payments space. bank must consider how they can use SWIFT gpi to create solutions to support their clients. The paper also discusses how non-competing local-global correspondent bank alliances can help with navigating new developments. .","Client-centric, Correspondent bank, Cross-border payments, Data, Innovation, Real-time payments, SWIFT gpi, Value-added solutions"
2-s2.0-85073771175,2019,Developments in instant payments,"November 2017 saw the launch of the SEPA Instant Credit Transfer (SCT Inst) scheme, created by the European Payments Council to real-ise easier and faster payments on a pan-European scale.This paper reviews the progress of SCT Inst over the past 22 months and discusses the path ahead. .","Pan-European, SEPA instant credit transfer"
2-s2.0-85073271858,2019,Cash preference in India: Empirical methods and findings,"This paper proposes an indicator that provides a proxy measure of cash preference in India, based on credit and debit card transaction undertaken at automated teller machines and point-of-sale terminals. This indicator demonstrates that the customers of public and private sector bank show a preference for cash transaction over non-cash transaction, while the customers of foreign bank prefer non-cash transaction over cash transaction. The estimated cash preference ratio shows a declining trend over time, in line with the Reserve Bank of India’s pro-gress towards a less cash-dependent economy. The empirical results reveal a sharp decline in cash preference during the period of demonetisation, however, cash preference marginally increased during the post-demonetisation period. The study also finds that customers of public sector bank have the highest cash preference, followed by the customers of private sector bank. The authors propose the introduction of an oversight mechanism to identify the root causes of high cash preference, and the provision of remedial measures, such as investment in the infrastructure to support non-cash transaction and educating customers about the benefits of a cashless economy.-. ","Automated teller machine, Cash preference, Oversight framework, payments system, Point of sale, Structural change"
2-s2.0-85072168523,2019,Super intelligent financial services,"bank and payments services have become fer-tile ground for the implementation of artificial intelligence (AI) solutions to commercial problems. Financial services providers are already utilising AI to reduce costs, handle compliance pressures, and improve their relationships with customers. Nevertheless, given the extent to which AI could change financial services’ operation, it is essential that organisations consider the implementation of AI technology from a holistic perspective. This paper provides a contextual overview of the rise of AI and aims to frame AI as not simply a cost-saving auto-mation tool, but as a fundamental shift with many potential considerations, for which the organisation must take account. ","Artificial intelligence, Automation, Data, Ethics, Responsible innovation, Transformation"
2-s2.0-85071393761,2019,Distributed ledger technology and instant payments system: The potential effects of substitution,"This paper explores how distributed ledger technology (DLT) can contribute to the instant payments market, discussing the potential impacts of the technology. The paper defines how the locus of control in DLT shifts from centralised system administrators to end users, while the locus of knowledge shifts from organisational to smart-contract programmers’ knowledge. The radical implementation of DLT is depicted as a single-layer network where intermediaries are eliminated from the payments cycle, while the conservative approach is described as the gradual application of some DLT components into existing ecosystems. Both designs are briefly discussed from the perspective of database centrality, technological literacy and quality assurance. The paper then compares DLT and instant payments schemes through the lens of standardisation, market adoption and platformisation. The paper shows that to be successful, both instant payments system and DLT need to gain traction in the market, and that service fragmentation must be resolved by uni-fying the market. The paper ends by contrasting the various components of instant payments and DLT system, and concluding that while DLT remains an evolving technology, instant payments system will continue to play a more prominent role in the market. ","Blockchain, Distributed ledger technology, ISO 20022, payments systemsinstant payments, SCT Inst"
2-s2.0-85071380159,2019,Multilateral interchange fees: Don’t throw the baby out with the bathwater,"When it comes to multilateral interchange fees (MIFs), the regulatory authorities are demonstrably inconsistent. At the same time as (erroneously) treating them like conventional cartel prices, they have also mandated an upper ceiling for them — effectively legitimising the concept. As this paper demonstrates, classifying MIFs with standard cartel pricing is a categorical error. A capped MIF is simply one ingredient of a well-functioning card payments system. Indeed, without MIFs, payments markets suffer free-rider problems and high transaction costs. To illustrate how MIFs curtail the tendency of prices to move upward, the paper examines the German ATM system before 2011. Finally, the paper argues that the current regulatory approach may lead to the demise of those European card schemes that are currently under pressure from MasterCard and Visa. ","Card payments system, Competition policy, European card scheme, Interchange fee regulation, Multilateral interchange fees, Two-sided markets"
